word;Happiness;Anger;Sadness;Fear;Disgust
śmieć;1.308;4.077;3.308;2.462;3.654
śmierć;1.296;3.815;5.889;6.000;3.148
śmierdzący;1.037;4.296;3.148;2.926;5.778
śmietana;2.962;1.500;1.192;1.385;1.923
śnić;4.769;1.769;1.885;3.077;1.385
śnieg;3.885;2.692;1.731;1.538;2.000
śpiew;4.692;1.538;1.962;1.846;1.462
śpiewać;5.462;1.538;1.731;1.615;1.423
środek;2.731;1.692;1.923;1.846;1.731
środowisko;3.185;1.704;1.630;1.667;1.556
śruba;2.074;1.926;1.852;2.185;1.926
świadectwo;4.038;1.500;1.423;1.654;1.077
świadek;2.444;1.926;2.000;2.630;1.407
świadkowa;4.074;1.185;1.444;2.222;1.111
świat;4.923;2.538;2.846;3.154;1.885
światło;4.385;1.462;1.231;1.423;1.192
świąteczny;4.885;1.615;1.885;1.808;1.577
świątynia;3.423;1.577;1.923;1.962;1.423
świeca;3.444;1.370;2.074;1.852;1.519
świecić;4.192;1.577;1.654;1.423;1.154
świerk;4.259;1.556;1.556;1.630;1.333
świetny;5.667;1.370;1.370;1.370;1.222
święto;5.000;1.615;1.692;1.615;1.423
świętokradztwo;1.038;3.423;2.846;2.692;4.077
świętować;5.741;1.519;1.370;1.407;1.370
świnia;1.963;2.185;2.037;2.148;2.963
tabletka;1.704;2.185;2.593;3.222;2.333
tablica;1.852;2.037;1.519;2.519;1.889
tabu;1.769;2.423;2.731;2.923;2.385
taca;2.077;1.885;1.654;1.500;1.692
tajemnica;3.846;2.231;1.808;3.269;1.923
tajfun;1.538;3.115;3.692;5.115;1.808
tajny;2.077;1.846;1.731;3.077;1.615
taktowny;4.231;1.500;1.346;1.538;1.500
taktyczny;2.704;1.667;1.630;1.926;1.481
talar;2.692;1.462;1.654;1.462;1.692
talent;6.259;1.667;1.148;1.630;1.037
talerz;2.731;1.885;1.538;1.500;1.269
tampon;1.667;2.148;2.074;2.185;2.852
tandem;3.000;1.500;1.500;2.000;1.615
tandetny;1.346;3.885;2.385;1.808;3.385
tańczyć;5.519;1.259;1.370;1.926;1.259
taryfa;2.308;1.962;1.577;1.962;1.769
tata;4.846;2.346;2.115;1.808;1.538
Tatry;4.885;1.308;1.808;2.231;1.192
tchórzliwy;1.346;3.769;2.846;3.115;3.346
teatr;5.222;1.704;2.185;1.593;1.370
teczka;2.115;2.154;1.654;2.346;1.962
telefon;4.259;2.593;1.222;2.593;1.667
telefonować;2.808;2.115;1.808;2.577;1.615
telepać;1.654;2.846;2.462;3.115;2.885
teleskop;3.556;1.259;1.370;1.407;1.074
telewizyjny;2.192;2.423;2.077;1.731;2.692
tematyczny;2.423;1.500;1.423;1.500;1.385
tempo;3.407;1.926;1.296;2.333;1.185
tendencyjny;1.538;2.962;2.077;1.808;3.115
tenor;3.852;1.333;1.222;1.259;1.370
terapeutyczny;3.308;2.192;1.962;2.462;1.692
termin;1.885;2.192;2.038;2.769;1.500
termy;3.923;1.269;1.308;1.385;1.731
terrorystyczny;1.444;4.259;4.222;5.148;4.741
test;1.923;2.577;2.385;4.154;2.154
testować;2.077;2.115;1.808;3.192;2.000
tępy;1.231;3.731;2.769;1.923;2.654
tęsknić;1.538;2.423;5.231;3.231;1.654
thriller;2.269;1.654;1.692;3.000;1.654
tkacz;2.038;1.154;1.385;1.115;1.192
tłuszcz;1.423;2.923;2.346;2.385;3.769
toaleta;2.846;1.538;1.192;1.692;2.692
toast;5.407;1.296;1.148;1.185;1.111
toksyczny;1.308;2.577;2.577;4.346;4.538
tolerancja;4.667;2.222;1.926;1.926;1.407
tolerancyjny;3.654;1.885;1.615;2.000;2.077
topór;1.923;2.538;2.269;3.846;2.423
torba;2.385;1.269;1.308;1.500;1.385
torfowisko;2.192;1.615;1.462;2.115;2.192
torpeda;2.423;1.654;1.346;2.962;1.500
tort;5.519;1.370;1.407;1.444;1.259
tortura;1.308;4.615;4.808;5.885;5.115
torturować;1.077;4.923;4.923;5.769;4.846
tost;4.115;1.385;1.423;1.346;1.423
toster;4.000;1.296;1.111;1.296;1.222
towarzysz;5.259;1.519;1.222;1.963;1.296
towarzyszyć;5.231;1.346;1.385;1.769;1.077
tracić;1.192;4.231;5.077;5.154;1.692
tradycyjny;3.308;2.385;1.923;1.885;1.885
tragiczny;1.154;3.308;4.923;4.615;2.500
tragizm;1.370;3.593;4.815;4.667;2.481
traktor;2.154;1.577;1.346;1.577;1.423
trans;2.462;1.808;1.731;3.115;1.769
traszka;1.926;1.185;1.148;1.259;1.519
tratwa;3.615;1.385;1.538;2.962;1.077
traumatyczny;1.115;3.538;4.692;5.269;3.077
trawa;4.500;1.231;1.115;1.154;1.538
trąbić;1.808;3.000;1.423;2.000;1.769
trąd;1.000;2.538;3.769;4.423;4.923
trend;1.962;2.615;1.692;1.808;2.269
triumfalny;5.077;1.769;1.308;1.615;1.385
tron;3.846;1.923;1.615;2.308;1.615
tropikalny;4.346;1.462;1.462;2.346;1.846
tropiki;4.519;1.704;1.593;2.074;1.630
troskliwy;5.077;1.654;1.538;1.346;1.115
trójkąt;3.500;1.654;1.885;2.423;1.885
trucizna;1.222;4.259;4.296;5.519;5.111
trud;2.926;3.296;2.704;3.519;2.000
trumna;1.115;2.346;4.577;4.500;2.500
trunek;3.385;1.923;1.808;2.038;1.846
trup;1.231;2.885;3.885;4.462;3.923
truskawkowy;5.077;1.192;1.231;1.462;1.346
trwać;4.296;1.667;1.444;2.111;1.519
trwały;4.731;1.269;1.500;1.654;1.115
trzęsawisko;1.615;2.308;2.385;3.846;2.731
trzęsienie;1.115;2.423;3.000;4.731;1.731
tulipan;4.654;1.231;1.577;1.308;1.231
tunel;2.519;1.667;1.704;3.074;1.630
turban;2.423;2.154;1.923;2.077;1.962
turystyczny;4.538;1.731;1.654;1.885;1.538
tuzin;2.731;1.192;1.154;1.154;1.231
twarz;3.296;1.630;1.741;1.556;1.407
twierdza;3.154;1.192;1.308;2.462;1.269
twierdzić;2.296;1.852;1.519;1.630;1.481
tworzenie;4.852;1.741;1.741;1.778;1.333
twórczy;5.308;1.577;1.962;1.615;1.385
tyć;1.500;4.000;3.962;3.962;4.269
tydzień;3.154;2.077;1.923;2.308;1.423
tyfus;1.192;2.808;4.269;4.923;4.962
tygrys;2.962;1.192;1.346;3.808;1.269
typować;2.192;1.654;1.346;2.769;1.538
tyrać;1.192;5.038;3.808;3.308;3.500
tyran;1.346;5.577;4.462;5.346;4.500
tytoniowy;1.885;2.962;3.038;2.577;3.615
tytuł;3.308;1.500;1.577;1.423;1.308
ubogi;1.667;2.667;4.593;3.148;1.963
ubolewać;1.231;3.231;4.192;2.923;2.423
ubywać;1.778;3.000;3.296;2.667;1.667
uchodźca;1.769;2.423;3.500;3.654;1.846
uchronić;4.038;1.808;2.308;3.231;1.423
uciekać;1.500;2.385;2.615;4.231;2.192
uczcić;5.231;1.423;1.808;1.654;1.423
uczelnia;3.692;2.692;2.192;3.038;2.269
uczestniczyć;3.385;1.462;1.385;2.269;1.308
uczucie;5.077;2.500;2.923;2.923;2.154
udany;5.500;1.346;1.154;1.385;1.154
udaremniać;2.808;2.462;2.423;2.385;1.846
udawać;1.500;3.385;3.231;2.538;3.577
uderzenie;1.577;4.308;3.154;4.077;2.923
udowadniać;3.556;2.370;1.667;2.444;1.259
udowodnić;3.615;2.577;1.577;2.346;1.423
udział;3.630;1.667;1.481;2.074;1.519
udzielać;2.269;1.731;1.423;1.692;1.346
ufać;5.185;1.815;1.889;2.667;1.444
ufny;3.963;1.556;1.778;2.370;1.333
ujmować;2.577;1.500;1.500;1.462;1.192
ukłucie;1.346;3.192;2.962;4.000;3.077
ulepszać;5.077;1.462;1.462;2.346;1.500
ulewa;3.000;2.654;2.885;2.000;1.462
ulga;5.423;1.000;1.115;1.115;1.000
ulica;2.538;1.885;1.808;2.692;1.808
ulotny;2.115;2.192;4.192;2.769;1.346
umierać;1.000;3.269;5.769;4.615;2.269
umowa;3.385;2.115;1.769;2.731;1.846
umyślny;2.038;3.038;2.269;2.538;2.000
unicestwić;1.692;4.077;4.192;4.885;3.500
unikać;1.778;3.370;2.741;3.185;2.481
uniżony;1.731;2.692;2.731;1.885;2.423
upadać;1.346;3.154;3.308;3.269;1.538
upadek;1.500;3.538;4.000;3.885;2.423
upadłość;1.231;3.154;4.462;4.385;2.885
upalny;4.192;2.346;1.385;1.500;1.769
uparty;2.654;3.615;2.385;1.885;2.038
upodobanie;4.308;1.538;1.692;1.731;1.231
upojny;5.269;1.154;1.500;1.615;1.346
upominać;1.346;3.885;2.808;2.846;2.615
upomnienie;1.519;3.630;3.037;3.407;2.037
upoważniać;2.370;1.407;1.481;2.370;1.148
uprawa;2.885;1.269;1.308;1.654;1.231
uprawiać;4.259;1.296;1.444;1.593;1.111
uprzywilejowany;2.846;2.423;1.654;1.885;2.269
urlop;5.222;1.370;1.593;1.778;1.333
urlopowicz;4.385;1.423;1.192;1.192;1.231
urna;1.115;2.538;4.577;3.577;2.692
uroczy;5.185;1.259;1.519;1.296;1.185
uroczystość;4.692;1.692;1.500;2.269;1.577
urodziny;5.500;1.577;1.846;1.692;1.346
urojenie;1.692;3.077;3.731;4.692;2.962
urok;4.115;2.077;2.231;2.231;2.308
urwis;2.852;3.111;2.111;2.185;1.963
urząd;1.269;4.077;2.462;3.000;3.269
urzędnik;1.593;3.407;2.185;2.630;2.889
usługiwać;1.654;3.346;2.654;1.654;2.846
ustalać;2.815;1.778;1.370;2.000;1.148
ustalenie;2.333;1.444;1.333;1.444;1.259
ustawa;1.846;2.615;2.231;2.769;2.385
ustępować;2.808;3.000;2.154;1.885;1.577
usuwać;1.815;2.852;2.926;3.296;2.037
uśmiech;6.333;1.074;1.296;1.259;1.111
utalentowany;5.077;2.154;1.885;1.731;1.500
utarczka;1.444;3.370;2.444;2.444;1.963
utonąć;1.074;2.852;5.037;5.852;2.704
utrudniać;1.192;4.500;4.077;3.538;2.962
utykać;1.259;2.407;3.333;2.185;1.593
uwalniać;5.077;1.538;1.731;2.462;1.423
uważać;2.154;1.923;1.423;2.500;1.308
uważny;3.308;1.423;1.462;1.538;1.346
uzasadniać;2.815;2.037;1.444;2.481;1.407
uzdolniony;4.962;1.692;1.731;2.077;1.269
uzdrowienie;5.346;1.346;1.462;2.077;1.077
uznanie;5.077;1.077;1.308;1.808;1.038
uznawać;3.808;1.500;1.500;1.615;1.346
uzupełniać;2.963;1.444;1.593;1.741;1.370
uzyskać;4.731;1.500;1.192;1.962;1.231
użądlić;1.154;4.308;2.692;4.385;3.577
używać;2.815;1.630;1.630;2.148;1.889
wabić;2.538;2.269;1.769;2.462;2.192
wachlować;3.615;1.538;1.192;1.269;1.462
wada;1.308;4.000;3.808;3.115;2.154
wafel;4.000;1.769;1.308;1.346;1.385
waga;1.808;2.192;2.231;2.308;1.654
wahadło;1.654;1.808;1.846;2.308;1.577
wakacje;5.962;1.154;1.654;1.654;1.115
walc;4.192;1.538;2.077;2.077;1.538
walczyć;2.731;3.500;2.231;3.077;1.962
walizka;3.385;1.615;1.846;1.808;1.154
walka;2.500;3.885;3.192;3.846;2.462
wampir;1.577;1.769;2.231;3.846;3.192
waniliowy;4.231;1.154;1.615;1.077;1.500
wanna;4.481;1.259;1.259;1.370;1.222
warga;3.259;1.481;1.296;1.148;1.333
wariant;2.615;1.692;1.500;2.077;1.269
wariat;3.074;2.074;2.704;3.741;2.037
warkocz;3.654;1.423;1.154;1.231;1.308
wartościowy;4.846;1.308;1.269;1.577;1.192
warunek;1.615;3.115;2.846;3.846;2.154
warzywo;2.593;1.370;1.852;1.741;1.778
waśń;1.231;3.115;3.077;3.000;2.154
wata;2.269;1.615;1.462;1.615;1.577
ważka;2.538;1.577;1.115;2.038;2.615
ważyć;1.885;2.538;2.192;2.615;2.115
wątły;1.577;2.154;2.731;2.462;2.577
wątpliwość;1.630;2.741;2.926;3.852;1.704
wąwóz;3.000;1.444;1.407;2.296;1.370
wchodzić;2.769;1.385;1.538;2.231;1.308
wdowa;1.154;2.423;5.269;3.962;1.731
wdzięk;5.115;1.462;1.423;1.577;1.308
weekend;6.222;1.222;1.111;1.333;1.000
welon;4.154;1.692;2.000;2.269;1.385
wełniany;3.778;1.556;1.370;1.296;1.963
wentylować;1.963;1.296;1.333;1.296;1.407
Wenus;3.462;1.231;1.269;1.731;1.115
weranda;3.885;1.269;1.346;1.038;1.346
weryfikować;1.769;2.000;1.769;2.808;1.538
weselny;4.885;1.500;1.654;2.346;1.577
wesoły;6.038;1.192;1.231;1.192;1.192
weto;2.038;2.962;2.000;2.692;1.462
wędka;3.346;1.231;1.346;1.423;1.385
wędkarz;3.423;1.154;1.423;1.308;1.346
wędrowny;3.615;1.192;1.308;1.846;1.308
węgiel;2.111;1.778;2.000;2.074;1.889
węgorz;2.808;1.423;1.385;1.962;2.577
wgląd;2.815;1.963;1.407;2.111;1.259
wgnieciony;1.222;3.259;2.778;2.889;2.222
whisky;3.692;1.615;2.577;1.962;2.346
wiadomość;3.769;1.577;1.731;2.923;1.269
wiadro;2.000;1.333;1.148;1.407;1.296
wiara;4.731;1.962;2.115;2.308;1.500
wiatr;3.115;2.654;2.423;2.308;1.615
wiązać;2.769;1.962;2.038;2.731;1.769
wichura;2.556;2.704;1.963;3.741;1.926
widelec;2.407;1.444;1.222;1.630;1.296
widok;4.923;1.500;1.923;1.769;1.462
widzieć;4.778;1.407;1.741;1.815;1.370
wieczny;4.654;1.808;2.538;3.423;1.308
wieczorny;3.808;1.538;2.038;2.500;1.308
wieczór;4.808;1.500;1.885;1.923;1.192
wiedza;5.731;1.500;1.923;2.154;1.115
wiedzieć;5.038;1.577;1.615;2.038;1.192
wiek;2.308;1.923;2.385;2.769;1.385
wielbiciel;4.115;1.885;1.538;2.385;1.692
wielbłąd;3.577;1.115;1.308;1.577;1.538
Wielkanocny;5.000;1.556;1.741;1.667;1.481
wieniec;2.111;2.222;4.000;2.556;1.852
wierność;5.615;1.423;1.500;3.038;1.346
wierny;5.815;1.296;1.370;1.741;1.111
wiersz;3.538;1.885;3.077;1.577;1.846
wiertło;1.852;2.667;1.630;2.111;1.519
wierzba;3.231;1.231;2.385;1.154;1.115
wierzyć;5.038;1.615;2.115;2.346;1.231
wieszać;1.577;2.885;4.077;4.538;3.154
wieża;2.630;1.444;1.704;2.407;1.333
wieżowiec;3.000;2.192;2.115;2.923;1.808
więdnąć;1.308;1.808;4.038;2.500;1.923
większość;2.769;2.500;2.115;2.269;2.000
więzienie;1.038;2.923;4.385;4.769;3.731
więzy;3.308;2.385;2.500;2.962;1.808
wilczur;2.731;2.423;1.769;3.769;2.192
wilgotny;2.231;2.538;1.923;2.077;3.038
wilkołak;1.731;2.192;1.846;4.038;3.269
willa;5.154;1.500;1.769;1.577;1.308
winda;2.500;1.308;1.269;2.038;1.231
winny;1.462;3.846;4.000;3.846;2.692
wino;4.889;1.889;2.222;1.630;1.889
winogrono;4.889;1.185;1.185;1.333;1.296
wiolonczela;3.846;1.462;2.577;1.231;1.462
wiosenny;5.615;1.038;1.038;1.077;1.038
wiosło;3.192;1.385;1.308;1.577;1.154
wiosłować;3.074;1.815;1.370;2.185;1.333
wiosna;6.077;1.308;1.462;1.462;1.077
wirus;1.231;3.462;3.231;4.308;4.115
wiśniowy;4.185;1.185;1.185;1.148;1.333
witalny;4.593;1.333;1.111;1.148;1.259
witamina;4.481;1.185;1.111;1.074;1.074
wiwat;4.692;1.462;1.346;1.538;1.269
wiwatować;4.769;1.692;1.385;1.923;1.385
wiza;3.593;2.074;1.815;2.259;1.481
wizerunek;3.808;1.692;1.577;2.154;1.615
wizyta;4.407;1.704;1.444;2.481;1.593
władza;2.692;2.923;1.923;3.115;2.192
własność;4.385;1.577;1.423;2.231;1.346
wniosek;2.615;1.692;1.385;1.885;1.500
wnioskować;2.923;1.423;1.385;1.962;1.308
wnuk;4.654;1.385;1.385;1.654;1.308
woda;5.269;1.615;1.885;2.385;1.423
wojna;1.385;4.212;5.019;5.442;4.442
wojowniczy;3.115;3.346;1.885;3.231;1.462
wola;3.769;1.500;1.885;1.731;1.154
wolność;5.885;1.346;1.423;2.192;1.231
wołać;2.115;1.731;1.923;2.115;1.346
wonny;3.962;1.269;1.385;1.231;1.615
worek;1.577;1.308;1.385;2.000;1.885
wozić;3.074;1.852;1.481;2.000;1.333
wódka;3.037;2.296;2.778;2.333;3.370
wół;2.407;1.556;1.593;2.074;1.704
wpadka;1.593;3.630;3.926;5.000;2.815
wrażenie;3.038;1.692;1.462;1.962;1.462
wrażliwy;3.462;1.462;2.769;2.346;1.346
wróg;1.444;4.556;2.778;4.444;3.222
wróżka;2.769;2.231;1.692;1.769;2.346
wrzawa;2.231;2.885;1.731;2.615;2.462
wrzeszczeć;1.654;5.000;3.385;4.385;3.423
wrzosowy;4.192;1.346;1.462;1.385;1.154
wschodni;2.615;1.731;1.731;2.000;1.731
wskazówka;4.333;1.667;1.074;1.556;1.111
wskazywać;2.154;2.038;1.769;2.231;1.808
wspaniały;5.815;1.296;1.444;1.259;1.296
wsparcie;5.423;1.500;1.615;1.769;1.231
wspierać;5.538;1.385;1.808;1.423;1.077
wspominać;4.385;2.038;4.038;1.885;1.346
wspomnienie;4.385;2.038;3.615;2.462;1.692
wspólnik;2.962;1.731;1.346;2.423;1.346
wspólnota;3.500;1.577;1.423;1.731;1.269
współczuć;2.769;2.192;4.385;2.769;1.615
wstręt;1.192;3.115;2.577;3.500;5.654
wstrząsnąć;2.192;3.000;3.038;3.846;2.500
wstyd;1.259;3.815;3.778;4.667;3.037
wszechświat;4.308;1.269;1.731;3.038;1.192
wścibski;1.038;5.038;2.462;2.269;4.077
wtargnąć;1.538;5.154;3.346;4.538;3.462
wujek;3.885;2.000;1.808;1.500;1.423
wulkan;2.889;2.074;2.296;3.407;1.963
wybierać;3.815;1.926;1.593;2.222;1.333
wybór;3.808;1.885;1.731;3.308;1.269
wybryk;2.704;2.741;2.370;2.704;1.778
wybrzeże;4.346;1.038;1.231;1.654;1.192
wybuch;1.741;3.148;3.111;4.444;2.444
wycieczka;5.808;1.269;1.231;1.808;1.077
wyczekiwany;4.615;1.346;1.654;1.769;1.154
wyczerpany;1.423;3.115;4.077;2.885;2.115
wyć;1.500;4.000;5.077;4.269;2.692
wydatek;1.885;3.692;3.500;3.346;2.346
wydatki;1.538;4.308;3.962;4.154;2.769
wydawać;3.077;2.692;2.846;2.885;2.000
wydźwięk;2.615;1.808;1.654;1.885;1.385
wygodny;5.000;1.346;1.269;1.231;1.462
wygrany;5.556;1.370;1.407;1.593;1.185
wygrywać;5.808;1.923;1.808;2.154;1.231
wyjaśniać;2.852;1.852;1.667;2.000;1.519
wyjątkowy;4.923;1.538;1.385;1.654;1.231
wyjście;3.926;1.667;1.926;2.185;1.222
wykazywać;3.000;1.741;1.296;1.963;1.556
wykład;2.889;1.963;1.889;1.815;2.037
wykładowca;3.077;2.462;1.846;2.885;1.615
wykonywać;3.037;1.852;1.333;2.111;1.222
wykończyć;1.962;3.154;3.500;3.462;2.731
wykroczenie;1.500;3.885;3.115;3.615;2.692
wykształcenie;4.885;2.077;2.038;2.615;1.731
wykształcony;5.296;1.778;1.481;1.778;1.259
wykwintny;4.962;1.385;1.308;1.500;1.115
wymagać;2.704;2.630;2.111;2.778;1.593
wymarsz;2.077;1.462;1.654;2.115;1.462
wymię;1.692;1.538;1.308;1.423;2.577
wymiotować;1.192;2.923;2.769;3.423;5.269
wymodlić;2.385;2.269;1.577;1.654;2.769
wynagrodzenie;5.926;1.556;1.333;1.556;1.037
wynajmować;2.269;2.654;2.538;3.192;1.846
wynalazca;5.000;1.154;1.500;1.654;1.038
wynik;2.962;1.808;2.000;3.692;1.346
wynikać;3.269;1.423;1.423;1.462;1.308
wynosić;2.333;2.519;2.000;2.222;1.593
wypadać;1.577;2.962;3.192;3.308;1.692
wypadek;1.148;3.852;5.593;5.963;2.630
wypoczęty;6.077;1.385;1.192;1.269;1.154
wypoczynek;6.077;1.462;1.346;1.500;1.077
wypowiedzenie;1.231;3.769;4.000;4.231;2.462
wypowiedź;2.269;1.385;1.308;2.692;1.423
wypożyczać;2.538;2.231;1.885;2.231;1.769
wypracowanie;1.731;3.423;2.346;3.346;3.192
wypraszać;1.154;4.192;3.308;2.346;2.731
wyrazisty;3.462;1.500;1.462;1.692;1.346
wyrocznia;1.923;1.846;1.615;3.308;2.269
wyrok;1.444;3.222;3.778;4.667;2.926
wyruszać;4.538;1.462;1.731;2.808;1.346
wyrzutek;1.370;3.259;4.741;3.704;2.556
wysadzać;2.038;2.615;2.692;3.923;2.000
wysiłek;3.593;1.926;1.926;2.111;2.000
wysoki;3.885;1.731;1.769;1.962;1.192
wyspa;5.111;1.370;1.852;2.296;1.407
wysportowany;4.731;2.154;1.769;2.192;1.500
wystarczać;3.815;1.481;1.815;2.000;1.185
występek;1.269;2.769;1.846;2.538;2.000
występować;3.269;1.731;1.692;3.577;1.538
wytchnienie;5.154;1.385;1.462;1.269;1.346
wytrwały;5.154;1.769;1.615;1.846;1.308
wytwarzać;2.769;1.231;1.385;1.423;1.385
wytworny;4.778;1.704;1.296;1.296;1.296
wytwórca;2.615;1.346;1.385;1.385;1.308
wywoływać;2.308;2.077;2.346;3.000;2.000
wywóz;1.808;1.962;2.462;2.346;2.385
wyznawać;3.385;1.577;1.692;2.500;1.423
wyzwoliciel;4.077;1.654;1.654;1.846;1.423
wyzwolony;5.385;1.077;1.231;1.962;1.269
wzdychać;2.808;2.269;3.385;2.269;1.577
wzgląd;1.963;1.519;1.481;1.407;1.370
wzmacniać;3.962;1.846;1.769;1.885;1.385
wzniesienie;3.519;1.481;1.519;2.333;1.444
wznosić;4.519;1.370;1.296;2.074;1.037
wzór;4.077;1.615;1.308;2.038;1.538
wzrastać;4.308;1.500;1.846;2.423;1.615
wzrost;3.192;1.308;1.462;1.692;1.231
zaangażowany;3.808;1.615;1.538;1.885;1.423
zabezpieczać;4.074;1.296;1.259;2.815;1.185
zabić;1.154;5.000;5.346;5.923;5.000
zabiegany;2.444;2.148;1.778;2.000;1.481
zabliźniony;2.222;1.630;3.074;1.889;2.444
zabłądzić;1.538;3.962;3.769;4.962;1.846
zabójca;1.269;3.846;3.231;5.038;4.500
zabójstwo;1.077;4.769;5.077;5.654;4.846
zabraniać;1.423;4.577;3.538;3.077;2.962
zachęta;3.808;1.577;1.423;1.692;1.385
zachłanny;1.308;3.692;2.269;2.038;3.846
zachwycać;5.333;1.593;1.481;1.407;1.185
zadanie;2.154;2.500;2.000;2.692;1.385
zadbać;4.615;1.308;1.538;1.692;1.269
zadłużenie;1.296;4.370;4.593;5.407;3.370
zadłużony;1.192;4.462;4.423;5.000;3.308
zadośćuczynić;3.500;1.615;2.308;2.115;1.538
zadowolony;5.654;1.308;1.231;1.115;1.154
zadufany;1.222;4.333;2.000;1.593;3.296
zagadywać;3.192;2.423;1.538;2.346;1.769
zagazować;1.077;4.154;4.500;4.385;4.846
zaginiony;1.259;3.519;5.037;4.704;1.556
zagmatwany;1.500;3.654;2.500;3.385;2.077
zagorzały;2.370;2.519;1.926;1.926;2.259
zagrażać;1.074;3.778;3.000;5.222;2.407
zainteresowany;4.111;1.556;1.407;1.704;1.333
zaistnieć;4.741;1.778;1.815;2.259;1.333
zajazd;3.077;1.192;1.269;1.731;1.231
zając;2.852;1.259;1.259;1.185;1.074
zajmować;2.346;1.923;1.654;2.077;1.577
zakazywać;1.423;5.077;3.538;3.154;3.000
zakład;2.444;2.074;2.037;3.185;2.185
zakładać;2.962;1.654;1.385;1.923;1.346
zakładnik;1.077;4.038;4.538;5.577;3.692
zakłamany;1.231;4.731;3.692;3.077;4.462
zakłopotany;1.346;2.846;3.692;3.769;2.192
zakon;1.769;2.038;2.654;2.769;2.154
zakonnica;2.115;1.731;2.462;1.808;1.462
zakonny;1.385;1.615;2.423;1.615;1.885
zakończyć;3.231;2.769;4.115;3.500;1.538
zakres;1.577;1.962;1.885;2.038;1.846
zakręt;2.346;2.346;2.077;2.846;1.462
zakup;4.385;1.846;1.577;2.038;1.385
zaleta;4.885;1.154;1.115;1.346;1.077
zalękniony;1.308;1.923;3.192;4.269;1.885
załamanie;1.462;2.962;5.269;4.500;2.577
załatwiać;2.889;1.926;1.630;1.889;1.815
założenie;2.231;1.692;1.654;2.077;1.654
zamach;1.192;3.500;4.231;5.038;3.423
zamawiać;4.037;1.333;1.074;1.519;1.037
zamek;3.769;1.231;1.308;1.808;1.423
zamężny;2.769;1.577;2.192;2.038;1.731
zamierzać;2.654;1.462;1.308;2.077;1.192
zamieszanie;2.115;3.500;2.231;3.077;2.346
zamieszki;1.481;4.037;3.704;4.741;3.037
zamykać;1.704;2.222;2.407;2.519;2.000
zamysł;3.577;1.654;1.769;2.115;1.692
zaniedbany;1.222;3.407;3.481;2.667;4.074
zaopatrywać;2.889;1.519;1.444;1.556;1.407
zapach;4.519;1.556;1.481;1.481;2.037
zapał;4.115;1.654;1.269;1.654;1.000
zapas;4.852;1.222;1.222;1.481;1.111
zapewniać;2.885;1.423;1.385;2.077;1.115
zapłacony;4.077;1.269;1.308;1.154;1.038
zapłakany;1.385;3.269;5.462;3.654;2.269
zapominać;1.192;3.962;3.885;3.885;2.038
zapotrzebowanie;2.077;1.462;1.962;2.231;1.154
zapraszać;4.731;1.500;1.346;1.692;1.231
zaproszenie;4.808;1.346;1.615;2.500;1.231
zaprzeczać;1.731;3.577;2.731;2.731;2.038
zarabiać;5.308;1.731;1.385;2.500;1.192
zaraza;1.000;3.077;3.577;4.962;4.923
zarazek;1.481;2.704;2.556;3.667;3.630
zarażać;1.231;4.115;3.731;5.077;4.692
zaręczony;5.115;1.577;1.885;2.923;1.423
zaryzykować;4.074;1.926;1.593;4.370;1.222
zarząd;2.077;2.692;1.885;2.269;2.308
zarządzać;2.923;2.385;1.615;2.500;2.077
zarzucać;1.423;3.615;2.923;3.500;2.500
zasięg;2.385;2.423;1.538;2.038;1.500
zasiłek;1.667;3.778;4.148;3.926;3.148
zasłużony;4.808;1.077;1.500;1.154;1.192
zastępować;2.346;1.923;2.346;2.692;1.423
zastosowanie;2.654;1.269;1.308;1.500;1.154
zastrzyk;1.500;2.154;2.192;4.038;3.077
zatarg;1.346;3.731;3.423;3.846;2.423
zatroskany;2.885;1.654;3.923;2.308;1.577
zatrudniać;3.852;2.037;1.407;2.704;1.630
zatrzymywać;1.667;2.815;1.963;2.778;1.519
zatwierdzać;3.556;1.593;1.296;1.852;1.222
zaufany;5.692;1.385;1.423;2.038;1.154
zawartość;2.654;1.538;1.346;2.038;1.423
zawdzięczać;3.923;1.885;2.000;1.808;1.385
zawierać;3.346;1.500;1.615;2.346;1.500
zawodowy;3.923;1.654;1.615;1.962;1.538
zawodzić;1.192;4.962;5.269;4.385;3.577
zawód;3.296;2.370;2.593;2.630;1.815
zazdrosny;1.704;4.519;3.037;3.481;2.259
zazdrościć;1.308;4.654;4.269;3.692;3.115
zazdrość;1.115;5.038;4.423;3.923;3.538
ząb;2.308;1.923;2.115;3.000;1.962
zbankrutować;1.000;4.852;4.741;4.704;2.222
zbawienny;4.846;1.385;1.538;1.577;1.385
zbiorowy;2.808;1.769;1.423;2.192;1.462
zbocze;2.333;1.296;1.259;2.296;1.333
zbrodnia;1.038;4.308;4.308;4.923;4.885
zbuntowany;2.462;3.538;1.846;1.962;1.615
zdanie;2.963;1.222;1.185;1.444;1.148
zdenerwowany;1.154;3.923;2.885;3.808;2.269
zderzenie;1.346;3.538;3.000;4.385;2.500
zdjęcie;4.423;1.654;2.462;1.654;1.462
zdobywać;5.231;1.885;1.654;2.577;1.154
zdolność;4.538;1.269;1.346;1.346;1.115
zdradzić;1.192;5.423;5.692;4.808;5.308
zdrowie;5.778;1.444;1.889;2.926;1.444
